PERIODO,PATOLOGIA,TERRITORIO,MASCHI,FEMMINE,TOTALE
2009-2017,Malattie croniche delle basse vie respiratorie,82079,22,8,30
2009-2017,Malattie croniche delle basse vie respiratorie,82080,7,2,9
2009-2017,Malattie croniche delle basse vie respiratorie,82081,4,4,8
2009-2017,Malattie croniche delle basse vie respiratorie,82082,6,2,8
2009-2017,Malattie croniche delle basse vie respiratorie,83001,7,0,7
2009-2017,Malattie croniche delle basse vie respiratorie,83002,6,0,6
2009-2017,Malattie croniche delle basse vie respiratorie,83003,5,3,8
2009-2017,Malattie croniche delle basse vie respiratorie,83004,3,4,7
2009-2017,Malattie croniche delle basse vie respiratorie,83005,55,26,81
2009-2017,Malattie croniche delle basse vie respiratorie,83006,0,1,1
2009-2017,Malattie croniche delle basse vie respiratorie,83007,5,4,9
2009-2017,Malattie croniche delle basse vie respiratorie,83008,10,0,10
2009-2017,Malattie croniche delle basse vie respiratorie,83009,18,10,28
2009-2017,Malattie croniche delle basse vie respiratorie,83010,10,5,15
2009-2017,Malattie croniche delle basse vie respiratorie,83011,5,4,9
2009-2017,Malattie croniche delle basse vie respiratorie,83012,1,3,4
2009-2017,Malattie croniche delle basse vie respiratorie,83013,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,83014,3,7,10
2009-2017,Malattie croniche delle basse vie respiratorie,83015,4,4,8
2009-2017,Malattie croniche delle basse vie respiratorie,83016,4,3,7
2009-2017,Malattie croniche delle basse vie respiratorie,83017,13,13,26
2009-2017,Malattie croniche delle basse vie respiratorie,83018,2,1,3
2009-2017,Malattie croniche delle basse vie respiratorie,83019,6,1,7
2009-2017,Malattie croniche delle basse vie respiratorie,83020,9,4,13
2009-2017,Malattie croniche delle basse vie respiratorie,83021,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,83022,2,3,5
2009-2017,Malattie croniche delle basse vie respiratorie,83023,3,1,4
2009-2017,Malattie croniche delle basse vie respiratorie,83024,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,83025,6,3,9
2009-2017,Malattie croniche delle basse vie respiratorie,83026,2,0,2
2009-2017,Malattie croniche delle basse vie respiratorie,83027,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,83028,9,4,13
2009-2017,Malattie croniche delle basse vie respiratorie,83029,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,83030,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,83032,14,7,21
2009-2017,Malattie croniche delle basse vie respiratorie,83033,20,1,21
2009-2017,Malattie croniche delle basse vie respiratorie,83034,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,83035,5,0,5
2009-2017,Malattie croniche delle basse vie respiratorie,83036,1,1,2
2009-2017,Malattie croniche delle basse vie respiratorie,83037,1,0,1
2009-2017,Malattie croniche delle basse vie respiratorie,83038,1,2,3
2009-2017,Malattie croniche delle basse vie respiratorie,83039,3,4,7
2009-2017,Malattie croniche delle basse vie respiratorie,83040,6,1,7
2009-2017,Malattie croniche delle basse vie respiratorie,83041,9,14,23
2009-2017,Malattie croniche delle basse vie respiratorie,83042,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,83043,1,0,1
2009-2017,Malattie croniche delle basse vie respiratorie,83044,3,0,3
2009-2017,Malattie croniche delle basse vie respiratorie,83045,1,0,1
2009-2017,Malattie croniche delle basse vie respiratorie,83046,3,1,4
2009-2017,Malattie croniche delle basse vie respiratorie,83047,3,2,5
2009-2017,Malattie croniche delle basse vie respiratorie,83048,290,158,448
2009-2017,Malattie croniche delle basse vie respiratorie,83049,40,40,80
2009-2017,Malattie croniche delle basse vie respiratorie,83050,2,0,2
2009-2017,Malattie croniche delle basse vie respiratorie,83051,3,0,3
2009-2017,Malattie croniche delle basse vie respiratorie,83052,7,2,9
2009-2017,Malattie croniche delle basse vie respiratorie,83053,3,1,4
2009-2017,Malattie croniche delle basse vie respiratorie,83054,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,83055,1,2,3
2009-2017,Malattie croniche delle basse vie respiratorie,83056,1,1,2
2009-2017,Malattie croniche delle basse vie respiratorie,83057,0,5,5
2009-2017,Malattie croniche delle basse vie respiratorie,83058,6,1,7
2009-2017,Malattie croniche delle basse vie respiratorie,83059,2,9,11
2009-2017,Malattie croniche delle basse vie respiratorie,83060,5,2,7
2009-2017,Malattie croniche delle basse vie respiratorie,83061,4,4,8
2009-2017,Malattie croniche delle basse vie respiratorie,83062,6,3,9
2009-2017,Malattie croniche delle basse vie respiratorie,83063,4,0,4
2009-2017,Malattie croniche delle basse vie respiratorie,83064,8,8,16
2009-2017,Malattie croniche delle basse vie respiratorie,83065,6,1,7
2009-2017,Malattie croniche delle basse vie respiratorie,83066,10,10,20
2009-2017,Malattie croniche delle basse vie respiratorie,83067,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,83068,12,6,18
2009-2017,Malattie croniche delle basse vie respiratorie,83069,6,1,7
2009-2017,Malattie croniche delle basse vie respiratorie,83070,1,0,1
2009-2017,Malattie croniche delle basse vie respiratorie,83071,0,1,1
2009-2017,Malattie croniche delle basse vie respiratorie,83072,7,3,10
2009-2017,Malattie croniche delle basse vie respiratorie,83073,2,0,2
2009-2017,Malattie croniche delle basse vie respiratorie,83074,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,83075,1,1,2
2009-2017,Malattie croniche delle basse vie respiratorie,83076,10,4,14
2009-2017,Malattie croniche delle basse vie respiratorie,83077,8,5,13
2009-2017,Malattie croniche delle basse vie respiratorie,83078,9,0,9
2009-2017,Malattie croniche delle basse vie respiratorie,83080,3,3,6
2009-2017,Malattie croniche delle basse vie respiratorie,83081,11,2,13
2009-2017,Malattie croniche delle basse vie respiratorie,83082,3,0,3
2009-2017,Malattie croniche delle basse vie respiratorie,83083,3,1,4
2009-2017,Malattie croniche delle basse vie respiratorie,83084,30,10,40
2009-2017,Malattie croniche delle basse vie respiratorie,83085,3,1,4
2009-2017,Malattie croniche delle basse vie respiratorie,83086,9,4,13
2009-2017,Malattie croniche delle basse vie respiratorie,83088,9,2,11
2009-2017,Malattie croniche delle basse vie respiratorie,83089,16,8,24
2009-2017,Malattie croniche delle basse vie respiratorie,83090,2,1,3
2009-2017,Malattie croniche delle basse vie respiratorie,83091,6,4,10
2009-2017,Malattie croniche delle basse vie respiratorie,83092,12,3,15
2009-2017,Malattie croniche delle basse vie respiratorie,83093,5,3,8
2009-2017,Malattie croniche delle basse vie respiratorie,83094,1,3,4
2009-2017,Malattie croniche delle basse vie respiratorie,83095,5,8,13
2009-2017,Malattie croniche delle basse vie respiratorie,83096,8,4,12
2009-2017,Malattie croniche delle basse vie respiratorie,83097,16,7,23
2009-2017,Malattie croniche delle basse vie respiratorie,83098,4,4,8
2009-2017,Malattie croniche delle basse vie respiratorie,83099,12,8,20
2009-2017,Malattie croniche delle basse vie respiratorie,83100,2,0,2
2009-2017,Malattie croniche delle basse vie respiratorie,83101,9,2,11
2009-2017,Malattie croniche delle basse vie respiratorie,83102,5,0,5
2009-2017,Malattie croniche delle basse vie respiratorie,83103,3,0,3
2009-2017,Malattie croniche delle basse vie respiratorie,83104,7,2,9
2009-2017,Malattie croniche delle basse vie respiratorie,83105,15,4,19
2009-2017,Malattie croniche delle basse vie respiratorie,83106,9,4,13
2009-2017,Malattie croniche delle basse vie respiratorie,83107,5,3,8
2009-2017,Malattie croniche delle basse vie respiratorie,83108,5,3,8
2009-2017,Malattie croniche delle basse vie respiratorie,84001,115,71,186
2009-2017,Malattie croniche delle basse vie respiratorie,84002,5,3,8
2009-2017,Malattie croniche delle basse vie respiratorie,84003,35,13,48
2009-2017,Malattie croniche delle basse vie respiratorie,84004,5,4,9
2009-2017,Malattie croniche delle basse vie respiratorie,84005,12,6,18
2009-2017,Malattie croniche delle basse vie respiratorie,84006,5,3,8
2009-2017,Malattie croniche delle basse vie respiratorie,84007,8,7,15
2009-2017,Malattie croniche delle basse vie respiratorie,84008,6,3,9
2009-2017,Malattie croniche delle basse vie respiratorie,84009,14,7,21
2009-2017,Malattie croniche delle basse vie respiratorie,84010,23,9,32
2009-2017,Malattie croniche delle basse vie respiratorie,84011,50,30,80
2009-2017,Malattie croniche delle basse vie respiratorie,84012,48,18,66
2009-2017,Malattie croniche delle basse vie respiratorie,84013,7,2,9
2009-2017,Malattie croniche delle basse vie respiratorie,84014,15,1,16
2009-2017,Malattie croniche delle basse vie respiratorie,84015,19,7,26
2009-2017,Malattie croniche delle basse vie respiratorie,84016,3,0,3
2009-2017,Malattie croniche delle basse vie respiratorie,84017,95,35,130
2009-2017,Malattie croniche delle basse vie respiratorie,84018,9,6,15
2009-2017,Malattie croniche delle basse vie respiratorie,84019,4,2,6
2009-2017,Malattie croniche delle basse vie respiratorie,84020,5,2,7
2009-2017,Malattie croniche delle basse vie respiratorie,84021,71,36,107
2009-2017,Malattie croniche delle basse vie respiratorie,84022,1,3,4
2009-2017,Malattie croniche delle basse vie respiratorie,84023,22,7,29
2009-2017,Malattie croniche delle basse vie respiratorie,84024,1,3,4
2009-2017,Malattie croniche delle basse vie respiratorie,84025,6,4,10
2009-2017,Malattie croniche delle basse vie respiratorie,84026,20,12,32
2009-2017,Malattie croniche delle basse vie respiratorie,84027,44,18,62
2009-2017,Malattie croniche delle basse vie respiratorie,84028,26,11,37
2009-2017,Malattie croniche delle basse vie respiratorie,84029,29,15,44
2009-2017,Malattie croniche delle basse vie respiratorie,84030,29,21,50
2009-2017,Malattie croniche delle basse vie respiratorie,84031,14,7,21
2009-2017,Malattie croniche delle basse vie respiratorie,84032,12,2,14
2009-2017,Malattie croniche delle basse vie respiratorie,84033,35,12,47
2009-2017,Malattie croniche delle basse vie respiratorie,84034,10,5,15
2009-2017,Malattie croniche delle basse vie respiratorie,84035,17,1,18
2009-2017,Malattie croniche delle basse vie respiratorie,84036,13,5,18
2009-2017,Malattie croniche delle basse vie respiratorie,84037,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,84038,20,6,26
2009-2017,Malattie croniche delle basse vie respiratorie,84039,12,0,12
2009-2017,Malattie croniche delle basse vie respiratorie,84040,11,9,20
2009-2017,Malattie croniche delle basse vie respiratorie,84041,81,39,120
2009-2017,Malattie croniche delle basse vie respiratorie,84042,12,5,17
2009-2017,Malattie croniche delle basse vie respiratorie,84043,7,2,9
2009-2017,Malattie croniche delle basse vie respiratorie,85001,2,1,3
2009-2017,Malattie croniche delle basse vie respiratorie,85002,0,2,2
2009-2017,Malattie croniche delle basse vie respiratorie,85003,14,4,18
2009-2017,Malattie croniche delle basse vie respiratorie,85004,174,62,236
2009-2017,Malattie croniche delle basse vie respiratorie,85005,25,12,37
2009-2017,Malattie croniche delle basse vie respiratorie,85006,5,5,10
2009-2017,Malattie croniche delle basse vie respiratorie,85007,83,41,124
2009-2017,Malattie croniche delle basse vie respiratorie,85008,3,3,6
2009-2017,Malattie croniche delle basse vie respiratorie,85009,31,11,42
2009-2017,Malattie croniche delle basse vie respiratorie,85010,5,1,6
2009-2017,Malattie croniche delle basse vie respiratorie,85011,12,0,12
2009-2017,Malattie croniche delle basse vie respiratorie,85012,29,9,38
2009-2017,Malattie croniche delle basse vie respiratorie,85013,60,17,77
2009-2017,Malattie croniche delle basse vie respiratorie,85014,3,0,3
2009-2017,Malattie croniche delle basse vie respiratorie,85015,50,50,100
2009-2017,Malattie croniche delle basse vie respiratorie,85016,55,23,78
2009-2017,Malattie croniche delle basse vie respiratorie,85017,13,3,16
2009-2017,Malattie croniche delle basse vie respiratorie,85018,67,6,73
2009-2017,Malattie croniche delle basse vie respiratorie,85019,48,11,59
2009-2017,Malattie croniche delle basse vie respiratorie,85020,6,5,11
2009-2017,Malattie croniche delle basse vie respiratorie,85021,5,6,11
2009-2017,Malattie croniche delle basse vie respiratorie,85022,5,8,13
2009-2017,Malattie croniche delle basse vie respiratorie,86001,23,6,29
2009-2017,Malattie croniche delle basse vie respiratorie,86002,9,6,15
2009-2017,Malattie croniche delle basse vie respiratorie,86003,10,4,14
2009-2017,Malattie croniche delle basse vie respiratorie,86004,35,11,46
2009-2017,Malattie croniche delle basse vie respiratorie,86005,14,8,22
2009-2017,Malattie croniche delle basse vie respiratorie,86006,11,11,22
2009-2017,Malattie croniche delle basse vie respiratorie,86007,12,1,13
2009-2017,Malattie croniche delle basse vie respiratorie,86008,8,2,10
2009-2017,Malattie croniche delle basse vie respiratorie,86009,72,51,123
2009-2017,Malattie croniche delle basse vie respiratorie,86010,13,8,21
2009-2017,Malattie croniche delle basse vie respiratorie,86011,22,12,34
2009-2017,Malattie croniche delle basse vie respiratorie,86012,47,22,69
2009-2017,Malattie croniche delle basse vie respiratorie,86013,6,4,10
2009-2017,Malattie croniche delle basse vie respiratorie,86014,37,23,60
2009-2017,Malattie croniche delle basse vie respiratorie,86015,19,10,29
2009-2017,Malattie croniche delle basse vie respiratorie,86016,16,9,25
2009-2017,Malattie croniche delle basse vie respiratorie,86017,1,3,4
2009-2017,Malattie croniche delle basse vie respiratorie,86018,27,9,36
2009-2017,Malattie croniche delle basse vie respiratorie,86019,28,11,39
2009-2017,Malattie croniche delle basse vie respiratorie,86020,12,10,22
2009-2017,Malattie croniche delle basse vie respiratorie,87001,1,4,5
2009-2017,Malattie croniche delle basse vie respiratorie,87002,22,21,43
2009-2017,Malattie croniche delle basse vie respiratorie,87003,21,16,37
2009-2017,Malattie croniche delle basse vie respiratorie,87004,80,43,123
2009-2017,Malattie croniche delle basse vie respiratorie,87005,12,4,16
2009-2017,Malattie croniche delle basse vie respiratorie,87006,76,35,111
2009-2017,Malattie croniche delle basse vie respiratorie,87007,32,20,52
2009-2017,Malattie croniche delle basse vie respiratorie,87008,67,19,86
2009-2017,Malattie croniche delle basse vie respiratorie,87009,43,25,68
2009-2017,Malattie croniche delle basse vie respiratorie,87010,12,3,15
2009-2017,Malattie croniche delle basse vie respiratorie,87011,76,30,106
2009-2017,Malattie croniche delle basse vie respiratorie,87012,4,0,4
2009-2017,Malattie croniche delle basse vie respiratorie,87013,5,5,10
2009-2017,Malattie croniche delle basse vie respiratorie,87014,11,5,16
2009-2017,Malattie croniche delle basse vie respiratorie,87015,444,317,761
2009-2017,Malattie croniche delle basse vie respiratorie,87016,19,9,28
2009-2017,Malattie croniche delle basse vie respiratorie,87017,28,20,48
2009-2017,Malattie croniche delle basse vie respiratorie,87018,25,10,35
2009-2017,Malattie croniche delle basse vie respiratorie,87019,29,20,49
2009-2017,Malattie croniche delle basse vie respiratorie,87020,5,2,7
2009-2017,Malattie croniche delle basse vie respiratorie,87021,6,2,8
2009-2017,Malattie croniche delle basse vie respiratorie,87022,15,8,23
2009-2017,Malattie croniche delle basse vie respiratorie,87023,32,14,46
2009-2017,Malattie croniche delle basse vie respiratorie,87024,22,11,33
2009-2017,Malattie croniche delle basse vie respiratorie,87025,20,5,25
2009-2017,Malattie croniche delle basse vie respiratorie,87026,1,5,6
2009-2017,Malattie croniche delle basse vie respiratorie,87027,11,8,19
2009-2017,Malattie croniche delle basse vie respiratorie,87028,22,10,32
2009-2017,Malattie croniche delle basse vie respiratorie,87029,51,25,76
2009-2017,Malattie croniche delle basse vie respiratorie,87030,15,7,22
2009-2017,Malattie croniche delle basse vie respiratorie,87031,14,7,21
2009-2017,Malattie croniche delle basse vie respiratorie,87032,28,6,34
2009-2017,Malattie croniche delle basse vie respiratorie,87033,80,39,119
2009-2017,Malattie croniche delle basse vie respiratorie,87034,19,11,30
2009-2017,Malattie croniche delle basse vie respiratorie,87035,12,7,19
2009-2017,Malattie croniche delle basse vie respiratorie,87036,7,3,10
2009-2017,Malattie croniche delle basse vie respiratorie,87037,24,9,33
2009-2017,Malattie croniche delle basse vie respiratorie,87038,27,18,45
2009-2017,Malattie croniche delle basse vie respiratorie,87039,24,12,36
2009-2017,Malattie croniche delle basse vie respiratorie,87040,14,8,22
2009-2017,Malattie croniche delle basse vie respiratorie,87041,33,22,55
2009-2017,Malattie croniche delle basse vie respiratorie,87042,13,5,18
2009-2017,Malattie croniche delle basse vie respiratorie,87043,13,4,17
2009-2017,Malattie croniche delle basse vie respiratorie,87044,5,2,7
2009-2017,Malattie croniche delle basse vie respiratorie,87045,20,7,27
2009-2017,Malattie croniche delle basse vie respiratorie,87046,3,2,5
2009-2017,Malattie croniche delle basse vie respiratorie,87047,17,9,26
2009-2017,Malattie croniche delle basse vie respiratorie,87048,12,6,18
2009-2017,Malattie croniche delle basse vie respiratorie,87049,32,14,46
2009-2017,Malattie croniche delle basse vie respiratorie,87050,13,7,20
2009-2017,Malattie croniche delle basse vie respiratorie,87051,26,15,41
2009-2017,Malattie croniche delle basse vie respiratorie,87052,14,2,16
2009-2017,Malattie croniche delle basse vie respiratorie,87053,12,8,20
2009-2017,Malattie croniche delle basse vie respiratorie,87054,24,6,30
2009-2017,Malattie croniche delle basse vie respiratorie,87055,15,10,25
2009-2017,Malattie croniche delle basse vie respiratorie,87056,11,9,20
2009-2017,Malattie croniche delle basse vie respiratorie,87057,5,0,5
2009-2017,Malattie croniche delle basse vie respiratorie,87058,10,5,15
2009-2017,Malattie croniche delle basse vie respiratorie,88001,9,2,11
2009-2017,Malattie croniche delle basse vie respiratorie,88002,14,4,18
